name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,5958.1764808578055,0.53
2_DecisionTree,Decision Tree,rmse,4055.452013653515,67.32
3_Default_Xgboost,Xgboost,rmse,2758.329662358298,95.98
4_Default_NeuralNetwork,Neural Network,rmse,5686.811686655455,46.42
5_Default_RandomForest,Random Forest,rmse,4257.2359138290185,113.78
Ensemble,Ensemble,rmse,2758.3299089904513,0.07
