name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,0.01577253824618837,0.68
2_DecisionTree,Decision Tree,rmse,0.011029957376629984,5.26
3_Linear,Linear,rmse,0.010296819276774439,4.4
4_Default_Xgboost,Xgboost,rmse,0.007799679829914162,9.38
5_Default_NeuralNetwork,Neural Network,rmse,0.014297215207211094,6.0
6_Default_RandomForest,Random Forest,rmse,0.008495245540340302,9.11
Ensemble,Ensemble,rmse,0.007307783998748189,0.07
