name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,5958.1764808578055,0.61
2_DecisionTree,Decision Tree,rmse,3357.793561588315,9.18
3_Linear,Linear,rmse,2.641882514651131e+22,4.72
4_Default_Xgboost,Xgboost,rmse,2882.7729084957546,9.32
5_Default_NeuralNetwork,Neural Network,rmse,4265.522430663428,6.03
6_Default_RandomForest,Random Forest,rmse,4272.313760490387,14.73
Ensemble,Ensemble,rmse,2873.4121093147737,0.07
