feature,mean_importance
lag_shopping,-4.161349857800125e-06
lag_all_agency,-2.3221741705444568e-06
residential_avg_building_area,-1.946791641045916e-06
lag_all_landscaping,-1.8685432030939481e-06
all_park,-1.6436620030935844e-06
population,-1.588936097713311e-06
lag_all_fair,-1.579217626223857e-06
all_apartments,-1.2971362504693088e-06
all_club,-1.2947923969023385e-06
lag_b2b_food_products,-1.272926415679177e-06
lag_business_consulting,-1.2475225158343024e-06
all_class,-1.2219422545820354e-06
lag_all_department,-1.1182971442371006e-06
lag_roofing,-9.98211663315375e-07
lag_psychotherapist,-9.010599146986334e-07
all_spa,-8.6114367149315e-07
retail_avg_building_area,-8.53171651620248e-07
church_cathedral,-8.28631716018842e-07
residential_lsoa_area_ratio,-8.151171539943054e-07
lag_all_centers,-8.148782102995977e-07
lag_commercial_avg_building_area,-7.188996735547492e-07
all_design,-7.12493989146981e-07
lag_all_league,-6.785029836811742e-07
lag_pharmacy,-6.751974810526994e-07
lag_art_gallery,-6.708663027607878e-07
all_security,-6.639184531379965e-07
lag_caterer,-6.513639234768698e-07
lag_eyewear_and_optician,-6.262977334249435e-07
lag_warehouses,-5.994656102644976e-07
all_food,-5.889559643850817e-07
all_union,-5.801232591323989e-07
all_department,-5.73381134163142e-07
all_agent,-5.146803568540655e-07
shades_and_blinds,-4.23278471968456e-07
lag_chiropractor,-4.1789016717765766e-07
lag_all_piercing,-3.9694425422865504e-07
lag_all_salon,-3.925083649231341e-07
lag_sign_making,-3.834056259735346e-07
lag_all_shop,-3.5235674792267364e-07
lag_all_equipment,-3.4443867918967593e-07
lag_all_space,-3.3393367397648865e-07
lag_currency_exchange,-3.1477598085646735e-07
lag_steakhouse,-3.0953717290624316e-07
all_repair,-3.018239725643393e-07
bubble_tea,-2.9649632926052093e-07
lag_accountant,-2.815014659641996e-07
lag_all_wear,-2.5706460363954923e-07
lag_all_manufacturers,-2.430090157598254e-07
all_cleaning,-2.3638240838926688e-07
commercial_lsoa_area_ratio,-2.2283765172714417e-07
lag_computer_coaching,-2.1648650935553323e-07
lag_auto_detailing,-1.9375583633559095e-07
lag_all_camp,-1.8819528903177492e-07
lag_all_organization,-1.7882479824656885e-07
lag_counseling_and_mental_health,-1.7534684119848808e-07
lag_all_installation,-1.662894646827309e-07
brewery,-1.633864751888765e-07
